geoAreaCode,response_json
454,"{'series': 'SG_GEN_PARL', 'geoAreaCode': 454, 'geoAreaName': 'Malawi', 'dimensions': [{'value': '22.92', 'timePeriodStart': '2022', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '22.92', 'timePeriodStart': '2021', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '22.92', 'timePeriodStart': '2020', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '16.67', 'timePeriodStart': '2019', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '9.33', 'timePeriodStart': '2002', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '9.33', 'timePeriodStart': '2001', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '8.29', 'timePeriodStart': '2000', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '9.33', 'timePeriodStart': '2003', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '9.33', 'timePeriodStart': '2004', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '13.99', 'timePeriodStart': '2005', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '16.67', 'timePeriodStart': '2018', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '16.67', 'timePeriodStart': '2017', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '16.67', 'timePeriodStart': '2016', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '16.67', 'timePeriodStart': '2015', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '22.28', 'timePeriodStart': '2014', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '22.28', 'timePeriodStart': '2013', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '22.28', 'timePeriodStart': '2012', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '20.83', 'timePeriodStart': '2011', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '20.83', 'timePeriodStart': '2010', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '12.95', 'timePeriodStart': '2009', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '12.95', 'timePeriodStart': '2008', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '13.61', 'timePeriodStart': '2007', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '13.61', 'timePeriodStart': '2006', 'Sex': 'FEMALE', 'Reporting Type': 'G'}]}"
458,"{'series': 'SG_GEN_PARL', 'geoAreaCode': 458, 'geoAreaName': 'Malaysia', 'dimensions': [{'value': '15', 'timePeriodStart': '2022', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '9.91', 'timePeriodStart': '2011', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '9.91', 'timePeriodStart': '2010', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '10.81', 'timePeriodStart': '2009', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.05', 'timePeriodStart': '2008', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '9.13', 'timePeriodStart': '2007', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '9.13', 'timePeriodStart': '2006', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '9.13', 'timePeriodStart': '2005', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.47', 'timePeriodStart': '2004', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '10.36', 'timePeriodStart': '2003', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.36', 'timePeriodStart': '2002', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '10.36', 'timePeriodStart': '2001', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '7.25', 'timePeriodStart': '2000', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '10.41', 'timePeriodStart': '2012', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.41', 'timePeriodStart': '2013', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '10.36', 'timePeriodStart': '2014', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '14.41', 'timePeriodStart': '2020', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '14.41', 'timePeriodStart': '2019', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.36', 'timePeriodStart': '2018', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '10.36', 'timePeriodStart': '2017', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.36', 'timePeriodStart': '2016', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '10.36', 'timePeriodStart': '2015', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '14.86', 'timePeriodStart': '2021', 'Sex': 'FEMALE', 'Reporting Type': 'G'}]}"
462,"{'series': 'SG_GEN_PARL', 'geoAreaCode': 462, 'geoAreaName': 'Maldives', 'dimensions': [{'value': '4.6', 'timePeriodStart': '2022', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '4.6', 'timePeriodStart': '2021', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '4.60', 'timePeriodStart': '2020', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '4.71', 'timePeriodStart': '2019', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '5.88', 'timePeriodStart': '2018', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '5.88', 'timePeriodStart': '2017', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '5.88', 'timePeriodStart': '2016', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '5.88', 'timePeriodStart': '2015', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '6.76', 'timePeriodStart': '2014', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '6.49', 'timePeriodStart': '2013', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '6.49', 'timePeriodStart': '2012', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '6.49', 'timePeriodStart': '2011', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '6.49', 'timePeriodStart': '2010', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '12.00', 'timePeriodStart': '2009', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '12.00', 'timePeriodStart': '2008', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '12.00', 'timePeriodStart': '2006', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '12.00', 'timePeriodStart': '2005', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '6.00', 'timePeriodStart': '2004', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '6.00', 'timePeriodStart': '2003', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '6.00', 'timePeriodStart': '2002', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '6.00', 'timePeriodStart': '2001', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '6.00', 'timePeriodStart': '2000', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '12.00', 'timePeriodStart': '2007', 'Sex': 'FEMALE', 'Reporting Type': 'G'}]}"
466,"{'series': 'SG_GEN_PARL', 'geoAreaCode': 466, 'geoAreaName': 'Mali', 'dimensions': [{'value': '26.45', 'timePeriodStart': '2022', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '12.24', 'timePeriodStart': '2000', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '12.24', 'timePeriodStart': '2001', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '9.52', 'timePeriodStart': '2015', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '9.52', 'timePeriodStart': '2014', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '10.20', 'timePeriodStart': '2013', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.20', 'timePeriodStart': '2012', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '10.20', 'timePeriodStart': '2011', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.20', 'timePeriodStart': '2010', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '10.20', 'timePeriodStart': '2009', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.20', 'timePeriodStart': '2007', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '10.20', 'timePeriodStart': '2006', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.20', 'timePeriodStart': '2005', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '10.20', 'timePeriodStart': '2004', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.20', 'timePeriodStart': '2003', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '12.24', 'timePeriodStart': '2002', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.20', 'timePeriodStart': '2008', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '8.84', 'timePeriodStart': '2016', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '8.84', 'timePeriodStart': '2017', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '27.27', 'timePeriodStart': '2021', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '9.52', 'timePeriodStart': '2020', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '8.84', 'timePeriodStart': '2019', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '8.84', 'timePeriodStart': '2018', 'Sex': 'FEMALE', 'Reporting Type': 'G'}]}"
470,"{'series': 'SG_GEN_PARL', 'geoAreaCode': 470, 'geoAreaName': 'Malta', 'dimensions': [{'value': '13.43', 'timePeriodStart': '2022', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '9.23', 'timePeriodStart': '2008', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '9.23', 'timePeriodStart': '2007', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '9.23', 'timePeriodStart': '2006', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '9.23', 'timePeriodStart': '2005', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '9.23', 'timePeriodStart': '2004', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '9.23', 'timePeriodStart': '2003', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '9.23', 'timePeriodStart': '2002', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '9.23', 'timePeriodStart': '2001', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '9.23', 'timePeriodStart': '2000', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '8.70', 'timePeriodStart': '2009', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '8.70', 'timePeriodStart': '2010', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '8.70', 'timePeriodStart': '2011', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '13.43', 'timePeriodStart': '2021', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '13.43', 'timePeriodStart': '2020', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '11.94', 'timePeriodStart': '2019', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '11.94', 'timePeriodStart': '2018', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '12.50', 'timePeriodStart': '2017', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '12.86', 'timePeriodStart': '2016', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '12.86', 'timePeriodStart': '2015', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '14.29', 'timePeriodStart': '2014', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '8.70', 'timePeriodStart': '2013', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '8.70', 'timePeriodStart': '2012', 'Sex': 'FEMALE', 'Reporting Type': 'G'}]}"
474,"{'series': 'SG_GEN_PARL', 'geoAreaCode': 474, 'geoAreaName': 'Martinique', 'dimensions': []}"
478,"{'series': 'SG_GEN_PARL', 'geoAreaCode': 478, 'geoAreaName': 'Mauritania', 'dimensions': [{'value': '20.26', 'timePeriodStart': '2022', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '25.17', 'timePeriodStart': '2018', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '25.17', 'timePeriodStart': '2017', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '25.17', 'timePeriodStart': '2016', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '25.17', 'timePeriodStart': '2015', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '25.17', 'timePeriodStart': '2014', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '22.11', 'timePeriodStart': '2013', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '22.11', 'timePeriodStart': '2012', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '22.11', 'timePeriodStart': '2011', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '22.11', 'timePeriodStart': '2010', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '22.11', 'timePeriodStart': '2009', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '22.11', 'timePeriodStart': '2008', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '17.89', 'timePeriodStart': '2007', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '20.26', 'timePeriodStart': '2019', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '20.26', 'timePeriodStart': '2020', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '20.26', 'timePeriodStart': '2021', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '3.70', 'timePeriodStart': '2005', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '3.70', 'timePeriodStart': '2004', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '3.70', 'timePeriodStart': '2003', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '3.70', 'timePeriodStart': '2002', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '3.80', 'timePeriodStart': '2001', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '3.80', 'timePeriodStart': '2000', 'Reporting Type': 'G', 'Sex': 'FEMALE'}]}"
480,"{'series': 'SG_GEN_PARL', 'geoAreaCode': 480, 'geoAreaName': 'Mauritius', 'dimensions': [{'value': '20', 'timePeriodStart': '2022', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '20', 'timePeriodStart': '2021', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '20.00', 'timePeriodStart': '2020', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '11.59', 'timePeriodStart': '2019', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '11.59', 'timePeriodStart': '2018', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '11.59', 'timePeriodStart': '2017', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '11.59', 'timePeriodStart': '2016', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '11.59', 'timePeriodStart': '2015', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '18.84', 'timePeriodStart': '2014', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '18.84', 'timePeriodStart': '2013', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '18.84', 'timePeriodStart': '2012', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '18.84', 'timePeriodStart': '2011', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '17.14', 'timePeriodStart': '2010', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '17.14', 'timePeriodStart': '2009', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '17.14', 'timePeriodStart': '2008', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '17.14', 'timePeriodStart': '2007', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '5.71', 'timePeriodStart': '2005', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '5.71', 'timePeriodStart': '2004', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '5.71', 'timePeriodStart': '2003', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '5.71', 'timePeriodStart': '2002', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '5.71', 'timePeriodStart': '2001', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '7.58', 'timePeriodStart': '2000', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '17.14', 'timePeriodStart': '2006', 'Sex': 'FEMALE', 'Reporting Type': 'G'}]}"
484,"{'series': 'SG_GEN_PARL', 'geoAreaCode': 484, 'geoAreaName': 'Mexico', 'dimensions': [{'value': '50', 'timePeriodStart': '2022', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '24.20', 'timePeriodStart': '2006', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '22.60', 'timePeriodStart': '2005', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '22.60', 'timePeriodStart': '2004', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '16.00', 'timePeriodStart': '2003', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '16.00', 'timePeriodStart': '2002', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '16.00', 'timePeriodStart': '2001', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '18.20', 'timePeriodStart': '2000', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '22.60', 'timePeriodStart': '2007', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '23.20', 'timePeriodStart': '2008', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '48.2', 'timePeriodStart': '2021', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '48.20', 'timePeriodStart': '2020', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '48.20', 'timePeriodStart': '2019', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '42.60', 'timePeriodStart': '2018', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '42.60', 'timePeriodStart': '2017', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '42.37', 'timePeriodStart': '2016', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '37.40', 'timePeriodStart': '2014', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '36.80', 'timePeriodStart': '2013', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '26.20', 'timePeriodStart': '2012', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '26.20', 'timePeriodStart': '2011', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '27.60', 'timePeriodStart': '2010', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '23.20', 'timePeriodStart': '2009', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '38.00', 'timePeriodStart': '2015', 'Sex': 'FEMALE', 'Reporting Type': 'G'}]}"
492,"{'series': 'SG_GEN_PARL', 'geoAreaCode': 492, 'geoAreaName': 'Monaco', 'dimensions': [{'value': '33.33', 'timePeriodStart': '2022', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '26.09', 'timePeriodStart': '2010', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '25.00', 'timePeriodStart': '2009', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '20.83', 'timePeriodStart': '2008', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '20.83', 'timePeriodStart': '2007', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '20.83', 'timePeriodStart': '2006', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '20.83', 'timePeriodStart': '2005', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '20.83', 'timePeriodStart': '2004', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '22.22', 'timePeriodStart': '2003', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '22.22', 'timePeriodStart': '2002', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '22.22', 'timePeriodStart': '2001', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '22.22', 'timePeriodStart': '2000', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '26.09', 'timePeriodStart': '2011', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '19.05', 'timePeriodStart': '2013', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '19.05', 'timePeriodStart': '2012', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '33.33', 'timePeriodStart': '2021', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '33.33', 'timePeriodStart': '2020', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '33.33', 'timePeriodStart': '2019', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '20.83', 'timePeriodStart': '2018', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '20.83', 'timePeriodStart': '2017', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '20.83', 'timePeriodStart': '2016', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '20.83', 'timePeriodStart': '2015', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '20.83', 'timePeriodStart': '2014', 'Sex': 'FEMALE', 'Reporting Type': 'G'}]}"
496,"{'series': 'SG_GEN_PARL', 'geoAreaCode': 496, 'geoAreaName': 'Mongolia', 'dimensions': [{'value': '17.11', 'timePeriodStart': '2022', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '17.33', 'timePeriodStart': '2020', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.53', 'timePeriodStart': '2003', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '10.53', 'timePeriodStart': '2002', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.53', 'timePeriodStart': '2001', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '7.89', 'timePeriodStart': '2000', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '10.53', 'timePeriodStart': '2004', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '6.76', 'timePeriodStart': '2005', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '6.67', 'timePeriodStart': '2006', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '17.11', 'timePeriodStart': '2019', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '17.11', 'timePeriodStart': '2018', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '17.11', 'timePeriodStart': '2017', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '14.47', 'timePeriodStart': '2016', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '14.86', 'timePeriodStart': '2015', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '14.86', 'timePeriodStart': '2014', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '17.33', 'timePeriodStart': '2021', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '3.95', 'timePeriodStart': '2012', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '3.95', 'timePeriodStart': '2011', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '3.95', 'timePeriodStart': '2010', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '4.05', 'timePeriodStart': '2009', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '6.58', 'timePeriodStart': '2008', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '6.58', 'timePeriodStart': '2007', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '14.86', 'timePeriodStart': '2013', 'Sex': 'FEMALE', 'Reporting Type': 'G'}]}"
498,"{'series': 'SG_GEN_PARL', 'geoAreaCode': 498, 'geoAreaName': 'Republic of Moldova', 'dimensions': [{'value': '40.59', 'timePeriodStart': '2022', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '19.80', 'timePeriodStart': '2013', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '19.80', 'timePeriodStart': '2012', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '18.81', 'timePeriodStart': '2011', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '23.76', 'timePeriodStart': '2010', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '21.78', 'timePeriodStart': '2009', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '21.78', 'timePeriodStart': '2008', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '21.78', 'timePeriodStart': '2007', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '21.78', 'timePeriodStart': '2006', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '15.84', 'timePeriodStart': '2005', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '12.87', 'timePeriodStart': '2004', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '12.87', 'timePeriodStart': '2003', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '12.87', 'timePeriodStart': '2002', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '7.92', 'timePeriodStart': '2001', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '18.81', 'timePeriodStart': '2014', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '20.79', 'timePeriodStart': '2015', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '8.91', 'timePeriodStart': '2000', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '24.75', 'timePeriodStart': '2021', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '24.75', 'timePeriodStart': '2020', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '22.77', 'timePeriodStart': '2019', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '22.77', 'timePeriodStart': '2018', 'Sex': 'FEMALE', 'Reporting Type': 'G'}, {'value': '22.77', 'timePeriodStart': '2017', 'Reporting Type': 'G', 'Sex': 'FEMALE'}, {'value': '21.78', 'timePeriodStart': '2016', 'Sex': 'FEMALE', 'Reporting Type': 'G'}]}"
